Goose_Player_ID,Goose_Species,Goose_Age,Goose_Weight_LBS,Wing_Span_Inches,Chronic_Disease,Injury_Level,Honk_Per_Minute,Speed_MPH,Eliminated,Eliminated_By,Final_Goose_Rank
2343,Goosequid,4,10.1,57.3,,0,22.4,9.7,1,Honked Out of Tune,9779
2344,Canada Goose,6,10.4,63.2,,0,3.3,10.9,0,,3503
2345,Snow Goose,8,8.3,45.2,,10,6.2,7.2,0,,7979
2346, Greylag Goose ,4,7.4,40.0,,0,5.9,10.7,0,,2902
2347,Greylag Goose,2,24.2,37.0,,3,630.0,0.8,1,Wings Clipped by Red Light,9690
2348,Canada Goose,six,12.3,7450.0,,0,5.1,9.4,0,,3372
2349,Greylag Goose,7,10.0,54.8,,0,5.7,7.4,0,,5938
2350,Canada Goose,5,1040.0,55.5,Respiratory Issues,1,4.3,10.9,0,,4038
2351,Greylag Goose,4,9.2,46.0,Respiratory Issues,1,4.3,9.4,0,,5498
2352,Snow Goose,700,9.5,,Heart Disease,2,5.1,7.2,1,,8620
2353,Greylag Goose,6,9.8,50.1,,0,3.8,12.3,0,,1487
2354,Snow Goose,3,10.311556018646797,9090.0,,1,4.3,11.3,0,,3577
2355,Greylag Goose,five,8.7,,,0,770.0,8.4,0,Caught by Front Man,6793
2356,Canada Goose,two,9.4,54.5,,0,4.9,12.8,0,,432
2357,Snow Goose,6,8.6,,,0,5.3,13.1,0,,397
2358,Canada Goose,4,13.0,73.2,,0,15.6,9.7,0,,8631
2359,Greylag Goose,four,10.6,51.6,,0,20.1,7.9,1,Honked Out of Tune,9764
2360,Canada Goose,five,11.7,,Lame,1,6.0,7.9,1,Pecked the Wrong Player,8444
2361,Canada Goose,5,11.2,62.7,,0,3.4,11.2,0,Lost in Dalgona Maze,3086
2362,Canada Goose,700,13.3,77.5,Respiratory Issues,1,3.8,10.0,0,,5372
2363,Canada Goosë,six,5.590909090909091,71.0,,0,7.6,10.7,0,,4633
2364,Canada Goose,5,8.2,48.3,,0,4.7,11.5,0,,1419
2365,Greylag Goose,7,9.0,54.2,Heart Disease,1,5.3,7.5,0,,6794
2366,Canada Goose,six,23.8,66.2,Heart Disease,1,5.7,0.8,1,Pëckëd thë Wrong Playër,9369
2367,Canada Goose,4,,48.5,,1,7.0,10.8,0,,5373
2368,Greylag Goose,5,8.6,,Lame,two,24.4,5.1,1,Honked Out of Tune,9997
2369,Canada Goose,5,10.2,58.6,,0,5.4,11.6,0,,1420
2370,Greylag Goose,6,,53.5,Respiratory Issues,one,4.4,9.4,0,,5374
2371,Greylag Goose,4,8.9,47.5,,0,9.0,10.5,0,,6135
2372,Snow Goose,4,7.5,40.2,,1,3.6,11.1,0,Eaten by a Squid,4523
2373,Greylag Goose,9,11.5,,Respiratory Issues,2,2.6,4.5,1,Wings Clipped by Red Light,9306
2374,Canada Goose,7,11.3,,,1,7.5,10.2,0,,6436
2375,Greylag Goose,3,8.5,,,0,9.0,12.7,0,,4039
2376,Canada Goose,6,9.7,55.6,Respiratory Issues,two,5.8,7.4,0,,7799
2377,Player 456 Goose,5,12.2,71.1,,0,2.6,10.3,0,,4779
2378,Greylag Goose,6,9.1,48.3,,0,3.5,10.4,0,,3781
2379,Canada Goose,5,9.7,54.3,,0,3.7,11.6,0,,2285
2380,Greylag Goose,7,,57.1,,10,8.1,10.2,0,,5586
2381,Snow Goose,6,7.7,39.3,,0,4.9,12.7,0,,497
2382,Snow Goose,5,7.6,44.7,,0,5.4,14.1,0,,157
2383,Snow Goosë,7,8.8,48.2,,0,4.5,11.8,0,,1305
2384,Canada Goose,5,10.6,63.1,,1,2.5,10.1,0,Lost in Dalgona Maze,6507
2385,Canada Goose,5,13.8,79.5,,0,3.9,11.7,0,,2014
2386,Grëylag Goosë,6,9.7,47.3,,0,7.9,10.9,0,,4690
2387,Canada Goose,five,11.7,65.4,,1,440.00000000000006,10.3,0,,4489
2388,Greylag Goose,500,7.6,39.9,,1,17.5,7.0,1,Honked Out of Tune,9761
2389,Greylag Goose,4,8.3,44.8,,0,6.0,9.8,0,,3918
2390,Greylag Goose,3,7.8,42.8,,0,4.9,12.4,0,Lost in Dalgona Maze,646
2391,Canada Goose,3,9.3,55.9,,10,4.9,12.0,0,,875
2392,Canada Goose,2,15.034049414648045,110.7,,0,4.6,12.8,0,,580
2393,Canada Goose,three,11.6,70.8,,0,3.3,12.7,0,Eaten by a Squid,1589
2394,Canada Goose,5,11.4,65.2,,one,3.5,10.3,0,,5375
2395,Snow Goose,5,7.8,41.3,,0,8.3,12.9,0,,3087
2396,Squid Goose,4,,58.5,,1,5.8,8.8,0,,6136
2397,Canada Goose,1,,65.1,,0,600.0,11.2,0,,2403
2398,Canada Goose,8,14.4,87.4,,1,4.2,8.0,0,,6795
2399,Greylag Goose,7,10.2,58.5,,1,4.6,8.1,0,,6437
2400,Goosequid,six,10.7,54.9,,0,7.5,9.0,0,,6137
2401,Canada Goosë,9,12.6,72.7,,1,4.7,8.2,0,Caught by Front Man,6277
2402,Canada Goose,3,5.136363636363637,65.5,,0,20.7,9.3,1,Honked Out of Tune,9737
2403,Canada Goose,9,13.986436549543122,107.4,,2,4.8,7.2,0,Lost in Dalgona Maze,7659
2404,Canada Goose,three,9.8,55.9,,0,3.2,13.1,0,,1306
2405,Greylag Goose,5,9.9,51.5,,0,4.8,10.5,0,,2286
2406,Greylag Goose,2,9.8,55.2,,0,3.2,10.5,0,,4040
2407,Canada Goose,5,10.0,59.5,,0,0.8,11.7,0,,5255
2408,Canada Goose,600,,51.4,,0,2.8,13.8,0,,1056
2409,Demon Goose,5,12.5,,,0,4.9,13.2,0,,305
2410,Canada Goose,6,12.5,75.3,,1,6.5,9.5,0,,6138
2411,Player 456 Goose,5,7.9,4090.0,Lame,1,5.0,9.2,0,,5016
2412,Canada Goose,4,9.3,52.9,,0,5.7,11.8,0,,1488
2413,Squid Goose,4,10.9,61.7,,1,6.0,8.7,0,,6438
2414,Canada Goose,7,19.5,70.0,,1,7.3,1.2,1,Goose Tug-of-War Disaster,9505
2415,Greylag Goose,four,,54.8,,1,5.6,10.0,0,,4780
2416,Demon Goose,7,11.6,68.7,,1,3.4,12.0,0,,3782
2417,Canada Goose,7,11.2,62.1,,0,4.9,10.9,0,,1790
2418,Canada Goose,two,11.5,72.3,,0,7.1,10.2,0,Caught by Front Man,4634
2419,Canada Goose,7,10.2,62.4,,0,6.1,11.1,0,,2601
2420,Canada Goose,9,14.0,83.7,,1,3.4,6.6,1,Wings Clipped by Red Light,8699
2421,Canada Goose,6,10.0,58.0,,1,5.0,10.3,0,,3919
2422,Canada Goose,6,12.3,75.9,Heart Disease,2,6.0,7.6,0,,7814
2423,Greylag Goose,7,9.7,,Respiratory Issues,two,5.5,7.1,0,,7815
2424,Canada Goose,4,9.3,56.2,Respiratory Issues,1,5.6,11.9,0,,2819
2425,Canada Goose,5,10.4,59.0,Lame,2,250.0,5.9,0,,8445
2426,Snow Goose,2,11.00547958030381,98.4,Heart Disease,1,3.0,10.0,0,,6139
2427,Canada Goose,5,,66.0,,0,5.2,12.2,0,,816
2428,Squid Goose,6,16.0,98.8,,0,7.8,11.5,0,,4041
2429, Canada Goose ,6,13.0,74.1,,1,5.4,8.6,0,,5958
2430,Snow Goose,7,7.7,38.6,,10,5.0,12.2,0,,706
2431,Grëylag Goosë,3,7.6,35.8,,0,4.0,11.4,0,,2177
2432,Snow Goose,4,,37.1,,0,6.2,13.5,0,Eaten by a Squid,647
2433,Demon Goose,9,12.9,77.0,,2,5.8,7.7,0,,7694
2434,Canada Goose,5,,76.9,Lame,1,4.0,7.3,0,,7351
2435,Demon Goose,5,21.3,89.7,,3,4.7,1.8,1,Wings Clipped by Red Light,9549
2436,Canada Goose,5,4.681818181818182,,Heart Disease,1,3.7,9.4,0,,6013
2437,Canada Goose,3,10.4,54.9,,1,2.9,10.2,0,,6059
2438,Canada Goose,8,13.6,81.1,,1,2.1,6.8,0,,8112
2439,Greylag Goose,4,11.1,64.0,,0,6.2,10.7,0,,3170
2440,Canada Goosë,3,,66.0,,0,3.0,12.5,0,,2084
2441,Greylag Goose,4,6.5,31.2,,0,6.4,11.1,0,,2955
2442,Goosequid,1,8.6,45.2,,0,1.6,11.6,0,,4524
2443,Greylag Goose,4,10.1,5730.0,,one,5.5,7.8,0,Lost in Dalgona Maze,6726
2444,Snow Goose,3,7.6,40.0,,1,3.9,9.2,0,,6060
2445,Canada Goose,6,12.2,71.6,,0,550.0,10.7,0,Eaten by a Squid,2404
2446,Canada Goose,4,11.1,63.3,Lame,1,4.1,8.5,0,,6508
2447,Canada Goose,7,10.1,63.2,,0,4.3,10.6,0,,2781
2448,Canada Goose,8,22.3,70.5,,1,2.8,1.3,0,,8828
2449,Canada Goose,7,11.2,65.3,,1,4.4,8.9,0,,5843
2450,Goosequid,5,21.0,72.7,,0,7.3,0.7,1,Goose Tug-of-War Disaster,9393
2451,Canada Goose,5,10.1,5870.0,Heart Disease,2,5.1,6.5,0,,7873
2452,Goosequid,2,13.5,87.6,,0,3.2,15.0,0,,276
2453,Greylag Goose,5,9.8,56.4,,0,4.5,9.3,0,,3920
2454,Canada Goose,3,12.3,68.1,,0,4.4,9.6,0,Eaten by a Squid,3687
2455,Greylag Goose,6,9.8,52.1,Lame,one,5.3,8.5,0,,5959
2456,Canada Goose,ten,,57.3,,1,20.6,8.1,1,Lost in Dalgona Maze,9831
2457,Canada Goose,six,12.1,78.3,Lame,1,6.1,8.8,0,,6389
2458,Greylag Goose,1,1040.0,59.1,,0,9.2,11.3,0,,5548
2459,Canada Goose,4,11.6,65.5,,one,4.7,8.2,0,,6278
2460,Canada Goose,5,10.1,56.6,,0,4.7,9.9,0,Lost in Dalgona Maze,3040
2461,Demon Goose,5,11.3,72.5,,0,6.6,14.8,0,,271
2462,Player 456 Goose,4,6.9,,,0,3.4,15.0,0,,220
2463,Greylag Goose,5,11.5,65.6,,0,6.8,10.3,0,,4231
2464,Greylag Goose,3,8.6,46.0,,1,3.1,9.2,0,,6760
2465,Greylag Goose,three,,46.0,,0,9.0,11.6,0,,5119
2466,Canada Goose,six,11.1,64.7,Respiratory Issues,1,1.6,10.2,0,,7083
2467,Canada Goose,3,10.0,55.2,,0,4.0,14.1,0,,306
2468,Canada Goose,6,13.2,73.8,Lame,2,4.6,6.7,0,,7911
2469,Canada Goose,2,,52.9,,0,6.1,14.0,0,,357
2470,Greylag Goose,9,22.0,66.0,Lame,2,3.3,1.8,0,,8892
2471,Canada Goose,3,10.5,62.6,,0,6.9,11.9,0,,2602
2472,Demon Goose,5,15.9,,,0,3.4,13.0,0,,1209
2473,Snow Goose,6,9.6,,,0,3.4,13.9,0,,648
2474,Greylag Goose,4,13.582454105340267,116.5,,0,3.0,12.2,0,,2405
2475,Greylag Goose,5,,5250.0,,1,4.8,8.9,0,,5499
2476,Snow Goose,6,8.4,45.9,,0,4.8,12.3,0,,743
2477,Canada Goose,7,11.5,65.8,,10,2.7,8.8,0,,7220
2478,Greylag Goose,seven,8.4,46.6,Respiratory Issues,2,4.3,6.1,1,Wings Clipped by Red Light,8857
2479,Canada Goose,500,5.863636363636363,74.0,,1,2.8,10.5,0,,5844
2480,Greylag Goose,5,9.7,59.7,,0,5.4,11.2,0,,1843
2481,Canada Goose,10,11.1,64.7,Lame,2,5.4,5.2,0,,8213
2482,Goosequid,7,6.9,37.2,,1,2.9,9.2,0,,6872
2483,Snow Goose,3,,27.8,,1,3.9,11.0,0,,4323
2484,Canada Goose,5,11.9,67.6,,0,7.3,12.0,0,,2956
2485,Canada Goose,4,4.545454545454545,54.1,,0,4.3,13.6,0,Eaten by a Squid,378
2486,Demon Goose,5,12.6,81.4,Heart Disease,2,3.2,9.0,0,,7583
2487,Player 456 Goose,3,23.9,66.1,,one,8.0,1.0,1,Eaten by a Squid,9586
2488,Snow Goose,4,21.2,,,0,6.6,0.6,0,,8639
2489,Greylag Goose,9,22.8,58.9,,3,3.4,1.3,1,Wings Clipped by Red Light,9676
2490,Canada Goose,6,11.4,6670.0,Lame,1,5.4,8.5,0,,6061
2491, Canada Goose ,1,9.7,54.8,,0,1.4,12.5,0,,3783
2492,Canada Goose,7,9.7,5560.0,,0,4.0,9.9,0,,3784
2493,Greylag Goose,7,22.0,47.4,,0,4.5,1.5,0,,8340
2494,Canada Goose,4,11.4,6680.0,,0,4.2,11.5,0,,1899
2495,Greylag Goose,six,12.14899469837631,,Respiratory Issues,2,2.8,5.3,1,Wings Clipped by Red Light,9159
2496,Canada Goose,3,,71.7,,0,5.9,11.8,0,Eaten by a Squid,1682
2497,Grëylag Goosë,400,,62.8,,0,4.5,9.9,0,Eaten by a Squid,3260
2498,Goosequid,8,9.4,47.9,Heart Disease,2,3.8,6.4,1,Wings Clipped by Red Light,8871
2499,Demon Goose,4,16.2,95.8,,0,4.4,14.3,0,,150
2500,Canada Goose,1,10.7,65.4,,0,4.3,12.6,0,,926
2501,Snow Goosë,5,7.6,42.2,,0,5.9,12.8,0,,876
2502,Greylag Goose,5,9.7,53.4,Heart Disease,1,5.5,7.2,0,,7103
2503,Player 456 Goose,7,12.1,62.6,,0,6.1,9.7,0,,4163
2504,Demon Goose,5,,73.9,,0,5.0,14.3,0,,66
2505,Canada Goose,4,9.5,53.5,,0,5.0,9.8,0,,2820
2506,Squid Goose,7,10.2,6210.0,,1,4.0,10.8,0,,4422
2507,Snow Goose,5,7.8,41.4,,1,5.8,12.2,0,,2782
2508,Canada Goose,3,9.2,48.9,,10,3.3,10.2,0,,5651
2509,Snow Goose,7,9.9,52.7,,1,4.7,10.8,0,,3688
2510,Snow Goose,5,8.2,40.1,,0,4.9,12.7,0,,498
2511,Canada Goose,5,12.2,69.2,Lame,1,3.0,8.7,0,Caught by Front Man,7142
2512,Snow Goose,5,3.545454545454545,43.5,,0,4.6,13.8,0,,221
2513,Canada Goose,three,,54.5,,10,4.6,11.9,0,,1137
2514,Grëylag Goosë,4,7.9,46.7,Respiratory Issues,one,5.9,9.6,0,,5500
2515,Greylag Goose,5,8.6,,,0,5.4,9.3,0,,3785
2516,Snow Goosë,5,8.3,,,0,6.1,11.6,0,,2085
2517,Canada Goose,eight,12.5,70.7,Heart Disease,2,1.7,6.1,0,,8532
2518,Canada Goose,5,11.7,67.1,,0,360.0,9.8,0,,4324
2519,Greylag Goose,7,8.6,46.3,,0,6.8,10.7,0,,3850
2520,Squid Goose,5,,,,0,3.7,11.0,0,Caught by Front Man,2957
2521,Greylag Goose,7,,46.2,,0,5.2,8.0,0,,4938
2522,Canada Goose,6,11.8,67.8,,1,3.6,8.5,0,,6873
2523,Canada Goose,5,5.2727272727272725,71.6,,1,5.7,10.0,0,,4878
2524,Canada Goose,5,9.6,52.4,Heart Disease,2,3.5,6.6,0,,8172
2525,Snow Goose,3,8.2,38.7,,10,4.8,13.8,0,,174
2526,Canada Goose,6,14.1,78.0,,1,3.3,7.5,0,,7561
2527,Canada Goose,5,1200.0,77.6,Heart Disease,1,21.2,6.1,1,Honked Out of Tune,9910
2528,Demon Goose,4,12.9,81.4,,0,6.3,14.7,0,,231
2529,Canada Goose,7,11.2,64.1,Heart Disease,1,4.4,7.0,0,,7285
2530,Demon Goose,two,12.2,75.8,,1,2.9,12.8,0,,3466
2531,Greylag Goose,4,8.4,46.9,,0,6.1,11.4,0,,2287
2532,Snow Goose,7,4.0,43.8,,1,3.4,8.9,0,,6694
2533,Canada Goose,6,,55.9,Lame,10,4.4,6.3,0,,8038
2534,Canada Goose,5,8.7,50.0,,0,4.5,12.5,0,,817
2535,Greylag Goose,6,10.0,52.8,,1,17.2,4.4,1,Honkëd Out of Tunë,9839
2536,Goosequid,5,8.0,40.4,,0,7.2,14.2,0,,818
2537,Greylag Goose,2,5.054014849204208,113.9,,1,4.6,8.1,0,,6439
2538,Canada Goose,4,9.2,50.4,Heart Disease,1,0.2,10.2,0,Caught by Front Man,7714
2539,Greylag Goose,8,10.7,66.7,,two,3.6,5.7,0,,8288
2540,Greylag Goose,4,8.2,47.4,Lame,1,3.8,8.8,0,,6477
2541,Squid Goose,4,9.1,46.2,,0,4.8,11.3,0,Eaten by a Squid,1489
2542,Greylag Goose,4,11.0,53.1,Respiratory Issues,2,5.3,6.1,1,Wings Clipped by Red Light,8795
2543,Snow Goose,5,3.8636363636363633,42.1,,1,3.7,10.5,0,,5017
2544,Greylag Goose,4,7.8,45.0,,0,4.8,11.2,0,,1590
2545,Canada Goose,6,,58.3,,10,5.0,8.4,0,,5734
2546,Canada Goose,5,11.2,64.6,Heart Disease,1,5.2,9.1,0,,5328
2547,Canada Goose,7,,55.6,,0,5.5,9.8,0,,3373
2548,Canada Goose,3,8.0,43.7,,0,3.7,12.3,0,Eaten by a Squid,1591
2549,Canada Goose,4,15.278258392536102,118.8,,10,6.6,10.4,0,Eaten by a Squid,3921
2550,Canada Goosë,5,11.4,63.1,,0,5.3,11.9,0,,1057
2551,Canada Goose,6,11.8,67.2,,1,1.7,8.6,0,,7748
2552,Canada Goose,3,10.7,66.1,,1,2.9,8.7,0,,7191
2553,Snow Goose,7,8.5,41.9,,0,4.8,10.8,0,,1969
2554,Snow Goose,7,8.1,44.0,,0,5.6,12.4,0,,954
2555,Canada Goose,3,,,,0,6.2,12.0,0,,1791
2556,Demon Goose,4,16.3,97.8,,0,7.5,12.9,0,,2178
2557,Greylag Goose,4,8.7,45.3,,0,4.9,11.1,0,,1592
2558,Canada Goose,1000,11.3,68.7,,1,4.6,8.9,0,,5652
2559,Canada Goose,4,9.3,51.2,Lame,2,2.2,9.2,0,,7892
2560,Greylag Goose,800,9.5,52.1,,10,4.3,7.8,0,Lost in Dalgona Maze,7627
2561,Greylag Goose,2,8.8,54.5,,1,5.0,8.4,0,,5735
2562,Greylag Goose,3,6.8,40.3,,0,6.3,11.3,0,,2603
2563,Canada Goose,4,,65.2,,1,5.8,8.9,0,,6014
2564,Canada Goose,3,1910.0000000000002,67.5,,1,4.9,1.7,1,Wings Clipped by Red Light,9153
2565,Canada Goose,4,8.5,49.1,Lame,1,5.0,10.3,0,Eaten by a Squid,3922
2566,Canada Goose,4,950.0,,,0,5.3,10.0,0,,2958
2567,Canada Goose,3,,54.8,,1,4.3,11.9,0,,2959
2568,Canada Goose,7,11.4,65.7,,0,20.2,7.5,1,Honked Out of Tune,9780
2569,Snow Goose,seven,9.0,40.5,Heart Disease,1,3.8,8.5,0,,6727
2570,Squid Goose,7,8.5,44.7,,0,3.1,12.1,0,,2406
2571,Canada Goose,six,12.8,73.5,Respiratory Issues,1,3.3,8.7,0,,6967
2572,Snow Goose,five,7.7,44.1,,0,5.3,14.0,0,,158
2573,Canada Goosë,4,9.5,57.2,,1,5.2,10.2,0,,4232
2574,Canada Goose,three,9.1,51.2,,0,15.7,11.0,1,Honked Out of Tune,9123
2575,Canada Goose,6,,,,0,840.0,11.9,0,,4233
2576,Greylag Goose,3,12.243230843979662,100.1,,1,5.1,8.4,0,,5845
2577,Demon Goose,three,,106.9,,0,3.5,15.0,0,Lost in Dalgona Maze,200
2578,Greylag Goose,7,10.7,58.8,Lame,2,3.3,6.1,0,,8282
2579,Canada Goose,9,980.0000000000001,60.8,,2,5.8,7.1,0,,7912
2580,Grëylag Goosë,6,8.7,45.4,,0,6.4,10.4,0,,3689
2581,Canada Goose,7,,59.0,,0,5.5,10.1,0,Lost in Dalgona Maze,3088
2582, Snow Goose ,5,7.3,37.0,Lame,one,2.9,11.1,0,,5188
2583, Greylag Goose ,2,,54.6,,1,5.6,10.2,0,,4635
2584,Canada Goose,6,5.681818181818182,74.3,,0,5.0,10.6,0,,2015
2585,Greylag Goose,6,11.0,63.9,,0,5.4,10.5,0,Eaten by a Squid,2518
2586, Greylag Goose ,5,,52.9,,1,7.6,9.9,0,,6695
2587,Canada Goose,5,10.7,64.6,,0,4.5,11.0,0,,2086
2588,Greylag Goose,7,940.0,53.1,Lame,1,1.8,7.8,0,,7956
2589,Canada Goose,3,4.7727272727272725,,,1,15.9,9.0,1,Honked Out of Tune,9576
2590,Greylag Goose,3,19.6,,,10,3.3,0.9,0,,8612
2591,Goosequid,3,3.6363636363636362,42.7,,0,2.6,14.4,0,,819
2592,Snow Goosë,5,8.6,44.4,,1,5.6,11.1,0,,3690
2593,Greylag Goose,3,6.6,37.9,,0,5.1,11.6,0,,1138
2594, Greylag Goose ,4,1880.0,49.3,Respiratory Issues,1,3.5,0.9,1,Wings Clipped by Red Light,9464
2595,Canada Goose,4,12.4,74.2,,10,5.0,10.1,0,,4164
2596,Greylag Goose,4,8.8,51.2,,0,6.5,11.5,0,,2604
2597,Canada Goose,2,11.5,58.0,,1,6.9,11.1,0,,5018
2598,Canada Goose,five,10.6,60.2,,10,6.0,13.0,0,,820
2599,Canada Goose,7,16.26542642003784,112.5,,0,3.6,9.7,0,,4467
2600,Canada Goose,5,9.6,56.4,,0,2.7,12.7,0,,2234
2601,Greylag Goose,800,,50.2,Respiratory Issues,2,5.2,6.8,0,,7816
2602,Canada Goose,8,12.8,,Lame,10,3.1,6.8,0,Wings Clipped by Red Light,8910
2603,Greylag Goose,7,11.0,61.1,,1,3.0,8.8,0,,7041
2604,Canada Goose,500,11.0,62.3,,0,5.5,10.3,0,,2821
2605,Player 456 Goose,5,9.5,57.9,,0,4.5,12.8,0,,649
2606,Greylag Goose,seven,10.1,5460.0,,0,4.9,8.9,0,,3923
2607,Goosequid,4,12.2,69.3,,0,4.7,10.1,0,,2822
2608,Canada Goosë,1,11.9,70.2,,0,7.1,12.7,0,,2016
2609,Greylag Goose,6,9.5,57.1,,0,6.4,11.7,0,,2353
2610,Canada Goose,3,8.4,,Heart Disease,1,3.3,11.3,0,,4587
2611,Snow Goose,3,8.1,43.8,,3,22.6,12.6,0,,9662
2612,Canada Goose,5,13.40914978827902,97.2,,0,5.6,12.1,0,Eaten by a Squid,1139
2613,Canada Goose,500,12.1,6800.0,Respiratory Issues,1,3.4,8.9,0,,6696
2614,Greylag Goose,200,8.9,46.7,,0,6.7,10.9,0,,3504
2615,Canada Goose,5,1920.0,57.9,Heart Disease,one,2.6,1.8,0,,8781
2616,Canada Goose,7,11.7,72.4,Lame,1,5.6,9.2,0,,5587
2617,Canada Goose,300,12.0,66.8,,1,5.8,9.4,0,,5549
2618,Canada Goose,8,11.7,,Lame,3,4.2,5.4,0,,8488
2619,Goosequid,two,2.8636363636363633,,,1,7.0,12.6,0,,3617
2620,Canada Goose,900,,59.4,,2,21.0,4.5,1,Honked Out of Tune,9970
2621,Greylag Goose,4,8.4,46.7,,1,4.1,7.6,0,,7143
2622,Snow Goosë,5,7.7,37.4,Respiratory Issues,1,2.1,10.8,0,,6217
2623,Canada Goose,1,4.909090909090909,60.8,,1,5.0,10.5,0,,3691
2624,Snow Goose,5,7.1,,,1,400.0,8.7,0,,6440
2625,Canada Goose,5,5.863636363636363,79.1,,0,8.6,10.8,0,,5459
2626,Demon Goose,5,10.8,60.6,,1,6.0,12.1,0,,3089
2627,Canada Goose,4,13.5,78.8,,10,5.4,9.0,0,,5588
2628,Greylag Goose,3,4.8181818181818175,58.0,,0,6.8,9.9,0,,4588
2629,Squid Goose,7,11.8,68.8,,one,3.5,9.5,0,,6140
2630,Canada Goose,5,9.0,5120.0,,0,5.7,11.5,0,,1792
2631,Goosequid,8,10.3,52.8,,2,0.9,4.0,0,,8911
2632,Greylag Goose,4,8.8,53.0,Lame,1,340.0,7.9,0,,7328
2633,Canada Goose,four,9.2,56.8,,0,6.2,13.9,0,,445
2634,Canada Goose,7,11.9,68.7,,one,7.0,8.3,0,,7329
2635, Greylag Goose ,two,7.8,,Respiratory Issues,1,7.4,7.6,1,Wings Clipped by Red Light,8685
2636,Grëylag Goosë,three,8.2,43.3,,1,4.1,9.7,0,,5442
2637, Demon Goose ,7,13.7,,,1,5.5,9.4,0,Lost in Dalgona Maze,5268
2638,Greylag Goose,3,8.3,46.7,,1,4.2,10.6,0,,4423
2639,Demon Goose,1,16.5,104.6,,1,3.6,10.9,0,,4691
2640,Greylag Goose,9,10.2,56.5,,2,7.5,4.4,1,Wings Clipped by Red Light,9330
2641,Canada Goose,2,10.6,61.2,,0,3.7,13.4,0,,744
2642,Canada Goose,5,,65.4,,0,4.5,10.2,0,,2960
2643,Greylag Goose,5,9.9,51.9,Heart Disease,two,5.8,7.3,0,,7844
2644,Greylag Goose,1,8.7,46.4,Lame,one,160.0,9.2,0,,7576
2645,Player 456 Goose,4,11.8,67.9,,0,3.5,11.2,0,,2961
2646,Canada Goose,six,11.6,6940.000000000001,,1,3.6,9.3,0,,6218
2647,Demon Goose,6,14.2,92.2,,1,4.0,11.7,0,,3505
2648,Greylag Goose,7,10.2,55.4,,one,5.6,9.5,0,,5269
2649,Canada Goose,4,10.5,57.8,,0,5.0,10.7,0,Lost in Dalgona Maze,1900
2650,Canada Goose,6,10.2,59.3,,1,4.0,8.4,0,,6619
2651,Canada Goose,4,10.6,,,0,3.9,11.8,0,,1864
2652,Canada Goose,2,1040.0,57.4,,0,4.5,12.6,0,,773
2653,Canada Goose,2,20.4,64.1,,0,4.1,1.9,1,Pecked the Wrong Player,9023
2654,Canada Goose,2,10.3,63.7,,0,6.7,11.7,0,,2605
2655,Greylag Goose,7,9.9,53.4,,one,5.1,7.1,0,,6929
2656,Canada Goose,2,10.0,55.9,,1,6.1,9.9,0,,5376
2657,Snow Goose,6,7.9,42.8,,0,210.0,13.0,0,,2519
2658,Snow Goose,4,8.0,42.7,,0,7.5,13.9,0,Lost in Dalgona Maze,1210
2659,Canada Goose,5,10.7,64.1,,0,5.3,12.6,0,,650
2660,Squid Goose,8,15.518506665024553,111.6,,1,4.0,8.1,0,,6874
2661,Canada Goose,4,11.9,69.5,,one,2.9,8.0,0,,7519
2662,Snow Goose,6,7.7,36.5,,1,23.0,8.7,0,,9721
2663,Canada Goose,5,11.7,68.1,Lame,1,6.4,9.2,0,,6372
2664,Greylag Goose,5,9.5,53.0,,0,4.9,9.2,0,,3618
2665,Greylag Goose,10,13.0,75.3,Respiratory Issues,3,3.6,2.5,1,Wings Clipped by Red Light,9577
2666,Squid Goose,2,9.8,5620.0,,0,3.4,13.1,0,,1140
2667,Canada Goose,8,12.7,,Respiratory Issues,2,5.1,5.0,1,,8912
2668,Greylag Goose,6,980.0000000000001,49.8,,0,1.7,11.0,0,,4992
2669,Greylag Goose,four,7.8,44.5,,0,5.1,10.3,0,,2369
2670,Canada Goose,8,18.8,75.6,,1,3.5,0.9,0,,8786
2671,Greylag Goose,1,9.2,49.9,,0,6.6,10.3,0,,4004
2672,Player 456 Goose,4,10.2,60.5,,1,4.7,9.8,0,,4692
2673,Greylag Goose,3,6.7,35.2,,0,5.8,11.6,0,,1793
2674,Canada Goose,six,11.3,61.7,,0,4.2,10.1,0,,3374
2675,Snow Goose,3,6.5,35.1,,0,5.5,13.7,0,,277
2676,Canada Goose,6,11.5,66.8,,0,5.3,11.1,0,,1794
2677,Canada Goose,5,12.9,67.7,,1,4.7,9.6,0,,4879
2678, Canada Goose ,4,5.2727272727272725,7209.999999999999,,0,22.2,9.6,0,,9506
2679,Canada Goose,6,5.954545454545454,77.2,,0,4.8,12.9,0,,446
2680,Greylag Goose,4,8.6,47.5,Respiratory Issues,1,4.9,9.6,0,,4693
2681,Canada Goose,three,,57.9,,0,4.3,13.1,0,,612
2682,Snow Goose,11,11.688393908309557,109.6,,1,3.4,7.1,0,,7660
2683,Canada Goose,4,12.562456834936985,97.7,,0,4.3,11.5,0,,1795
2684,Canada Goose,1,8.7,51.7,,1,5.8,11.7,0,,3323
2685,Canada Goosë,3,8.8,54.2,,0,4.3,12.7,0,,821
2686,Canada Goose,2,5.3181818181818175,71.7,,1,6.2,11.5,0,Caught by Front Man,3924
